text	labels
high level of politically motivated violence	neg
contrary opinions	neg
stolen an election	neg
punishment	neg
inflicted terrible death and pain on people on this continent	neg
violating	neg
have criticized	neg
warned	neg
accused	neg
do n't think	neg
the lack of respect for the human person	neg
if there were serious problems	neg
have n't already violated	neg
should not forget the horror	neg
i say to myself , 'would we allow that , if canadian troops were taken	neg
protest	neg
concerns	neg
outsource our moral obligations	neg
treating people this way	neg
challenged	neg
turn a blind eye	neg
it is unacceptable for canada to allow any ambiguity in policy	neg
accuses	neg
using violence , intimidation , special laws and dirty tricks to fix the two - day election	neg
vote rigging	neg
undermining the integrity and independence	neg
an arrogant little fellow	neg
alleges	neg
charged	neg
will have a political burial here tomorrow	neg
we will bury	neg
try to destroy	neg
would be regarded	neg
blatant campaign of intimidation	neg
is making the kind of noise	neg
mocked	neg
accuses	neg
wholesale rigging of the vote	neg
condemnation	neg
the latest intimidation intended to steal the election	neg
blamed	neg
a puppet of london	neg
has denied	neg
terrorists	neg
risked the full weight of the law	neg
by any means	neg
accused	neg
accuses	neg
charged	neg
interfering	neg
blatant campaign of violence , intimidation and manipulation	neg
launched a stinging attack	neg
not a price worth paying	neg
do n't accept	neg
deviate	neg
frightening	neg
would still soar	neg
rip - off	neg
frighten	neg
frighten	neg
frightening	neg
far from being conceived	neg
costly burden	neg
impossible	neg
sacrifice	neg
give or take a trillion	neg
this is our major concern	neg
we shall not retreat	neg
is becoming increasingly reckless	neg
ominous sign	neg
charged	neg
are tired	neg
has already warned	neg
threat being spread	neg
aghast	neg
bastion of resistance	neg
accused	neg
making it easier to stuff ballot boxes	neg
conducting a calculated campaign of intimidation	neg
fears are rising	neg
state terrorism against its own citizens	neg
an attack	neg
no murderer will go unpunished	neg
rig	neg
refuses to indicate	neg
will not be able	neg
risks being represented	neg
now have to brave gangs of zanu - pf thugs	neg
are going to fight , my friend	neg
rising chorus of domestic and international outrage	neg
british puppet like tsvangirai	neg
state terrorism	neg
will not respect	neg
if he steals	neg
to teach everyone , the british first	neg
have been built specifically to terrorize the population	neg
no one we know to have planned such deeds will escape	neg
mount a rebellion	neg
we will go to war	neg
worry	neg
meddling	neg
clearly not free and fair	neg
has been accused	neg
opposition	neg
incompetent	neg
so uncertain	neg
they stand with empty pockets and their hands empty , out toward alberta	neg
offering even order - of - magnitude guesses	neg
current understanding	neg
absurd	neg
the great money laundering operation	neg
opposed	neg
as a consequence	neg
uncertainties	neg
just not possible	neg
more prudent	neg
criticizing	neg
major	neg
it's a challenge	neg
concerns	neg
get our american colleagues to live up to the obligation	neg
limited	neg
accusing	neg
are outraged	neg
humiliation	neg
look clueless as to what really is inhumane	neg
club med	neg
charge	neg
for the most part	neg
criticism	neg
sort of taliban version of club med	neg
you get the feeling	neg
oh , the horror	neg
have screamed	neg
club gitmo	neg
rightly	neg
comrades	neg
torture ! . 	neg
kill	neg
like wild beasts	neg
have been hollering	neg
instead	neg
so make that necessary restraint . 	neg
monstrous inhumanity	neg
club gitmo	neg
talk about clueless	neg
hollering	neg
uproar	neg
tough guys	neg
allah knows what	neg
frigid	neg
unnecessary restraint , 	neg
break' the spirit of	neg
humiliation of	neg
unnecessary	neg
have to bash	neg
get the feeling	neg
torture	neg
was embarrassed	neg
just have to bash	neg
could understand	neg
likened	neg
the outrage	neg
well , heaven without the 72 virgins	neg
would interfere	neg
possibly even endanger	neg
had moments of terror	neg
opposed	neg
my stomach was in a real knot	neg
how could anybody	neg
vowed	neg
accusations	neg
bruised	neg
criticism	neg
kill an american	neg
ever	neg
would improve	neg
was frustrated	neg
if i let it get to me	neg
defeated	neg
very hard time	neg
muslim fanatics	neg
willing	neg
angry	neg
wanted	neg
never allowed	neg
mistreated	neg
conspiring	neg
had irritated	neg
rejected	neg
decided	neg
conspiring	neg
opposition	neg
attacks	neg
have been concerned	neg
refusal	neg
resented	neg
had alienated	neg
accused	neg
turned him down	neg
criticism	neg
irritated	neg
protesting	neg
exasperated	neg
chavez had to go	neg
stunned and wondering	neg
resented	neg
staggering	neg
wave of protests	neg
warned	neg
blamed	neg
if it becomes more of a nuisance	neg
condemnation	neg
did not recognise	neg
tougher policy against	neg
flawed	neg
dismissed	neg
delivering further criticism	neg
criticise	neg
such an	neg
frantically	neg
the concern	neg
potential problem	neg
might	neg
but not democratic legitimacy	neg
have been heavily critical	neg
denounced	neg
highway robbery	neg
locked in a verbal war	neg
locked in a verbal war	neg
seething	neg
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	neg
fell short	neg
not satisfied the fundamental requirements	neg
chaotic	neg
warned	neg
are lining up to condemn	neg
has rejected	neg
bent on	neg
flawed	neg
audible laughter from	neg
disagree	neg
has rejected	neg
failed to meet international standards	neg
increasingly isolated on the international stage	neg
illegitimate	neg
cheated	neg
failed the 'free and fair' test	neg
violence and intimidation	neg
was equally critical	neg
do not recognize	neg
were seething	neg
blamed	neg
could not be said to adequately comply	neg
climate of insecurity	neg
condemns	neg
have a sense that they have been cheated	neg
flawed	neg
categorically rejecting	neg
think	neg
criticism	neg
not look very good	neg
fears and concern	neg
disenfranchised	neg
power at all costs	neg
thugs	neg
devastatingly sarcastic	neg
seems content to be back home on the rock playing with his bag of marbles and collecting his parliamentary pension	neg
do n't need the kind of politician brian tobin had become	neg
no tears will be shed in this corner	neg
overreacting	neg
his favourite newfie	neg
with some effort , he pins the flailing child down on the changing table only to discover there are no diapers in the house	neg
though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused	neg
him has not been pretty	neg
plight of	neg
one of the most unstable	neg
ca n't help but wonder	neg
imperil	neg
vitriol	neg
day one : brian decides it's finally time to learn how to diaper the baby	neg
is not amused	neg
antics	neg
no one , however , is giving a hearty thumbs up to mr . tobin	neg
brian gives up in confusion	neg
no tears for tobin , but some for al - qaeda	neg
flighty , opportunistic and lacking in commitment to his job as a member of parliament	neg
the plight of prisoners and politicians	neg
the status of golden boy	neg
betrayal	neg
has been weighing heavily on the minds	neg
harsh	neg
his career was like a rough sea , with highs and lows and never calm	neg
provoked much criticism	neg
made too many enemies	neg
walked on too many toes	neg
disagree	neg
do n't mean that's so	neg
ridiculing	neg
entire	neg
was not on their side	neg
afraid	neg
are even less happy	neg
ousted	neg
proclaimed himself	neg
	neg
would care very little	neg
the plotters	neg
patronizing	neg
was not delighted with	neg
committed one more mistake	neg
the plotters	neg
care very little	neg
finally rewarded	neg
profit from	neg
oligarchic elite	neg
witch - hunting	neg
siege	neg
objects	neg
shocked	neg
acts of violence against innocent civilians	neg
attacks	neg
is craving	neg
not really popular in	neg
axis of evil	neg
axis of evil	neg
evil empire	neg
that axis of evil statement	neg
craving for blood	neg
imprudence	neg
does not want	neg
went further and compared	neg
is ready to declare war	neg
threats	neg
threats	neg
harsh criticism	neg
like kids	neg
pretext	neg
like hitler's threats	neg
enemy	neg
devil's empire . 	neg
put an end	neg
take revenge	neg
looked like one of hitler's	neg
overshadow	neg
that axis of evil statement	neg
wrote	neg
to exchange harsh words	neg
desperation of	neg
desperation of the people	neg
catastrophic	neg
removed from the reality	neg
utterly	neg
the further	neg
unable to come to terms	neg
the more	neg
onslaught of the international credit vultures	neg
tear its members apart	neg
once again	neg
unfavourable report submitted	neg
refuses	neg
now is not the right moment	neg
blamed	neg
undermine	neg
topple	neg
condemned	neg
resorting to	neg
not an acceptable	neg
anti - democractic	neg
not in conformity with	neg
was it only the wish of socialist propaganda in those words	neg
will not agree	neg
interfere	neg
have formally renounced	neg
seeking revenge	neg
rock - throwing youths responded	neg
nettlesome challenge	neg
get out ! . 	neg
shouting insults	neg
the protest	neg
get out ! . 	neg
chanted	neg
took to the streets around the country in a pot - banging demonstration	neg
widely despised	neg
the protest	neg
most widespread protest	neg
similar protests	neg
protests	neg
first organized protest	neg
blame	neg
violent protests	neg
impatience	neg
venting their anger	neg
rage	neg
banged pots and pans in the plaza de mayo to protest	neg
illegal	neg
refusal	neg
discontent	neg
illegal	neg
position of not recognizing	neg
signaling a toughening policy	neg
refusal to respect its obligations	neg
rejection of	neg
had issued a warning	neg
refusal to respect	neg
objection	neg
rejects	neg
worry	neg
in protest	neg
corruption	neg
refused	neg
displeasure	neg
denounced	neg
condemned	neg
criminal policies	neg
merely	neg
scandals	neg
slams	neg
a disagreement	neg
protests	neg
seems to be creating a legal limbo	neg
refusal	neg
they are a bit of a tangle	neg
it is not clear	neg
is worrying	neg
refusal	neg
severely reduces	neg
is not up to	neg
steel manacles or open - air cells	neg
would complain	neg
have raised questions	neg
a rebuttal	neg
would be reluctant	neg
are nervous	neg
appears to be sidestepping the conventions	neg
malicious	neg
strongly criticized and condemned	neg
ignoring	neg
rejected	neg
against	neg
pays no attention	neg
lacking good will	neg
wrongful and illegitimate	neg
not convincing	neg
criticizing	neg
rejecting	neg
refusing	neg
serve its political purpose	neg
inaccurate	neg
strong protest and criticism	neg
given evidence to prove	neg
ignored	neg
unjust	neg
criticized	neg
inaccurate and fabricated	neg
interference	neg
brazen distortion	neg
depends on	neg
judgment	neg
such a criticism	neg
wrong judgment	neg
depends on	neg
grudgingly	neg
attempting to realize	neg
gravity	neg
loudly trumpeted	neg
with each passing day	neg
as is feared by the whole world	neg
only because	neg
back away from	neg
inordinate behavior	neg
attempted	neg
would never	neg
openly took issue	neg
only	neg
act of betrayal against mankind	neg
denunciation	neg
readily	neg
artificial obstacles	neg
never doing anything unprofitable	neg
not in its favor	neg
plausible pretext	neg
the nature of	neg
changing its stand	neg
seeking its own profit	neg
opposed	neg
create stumbling blocks	neg
good excuse	neg
how capricious	neg
put off	neg
is feared by	neg
no spirit of independence	neg
changes its stand	neg
liquidation	neg
concessions	neg
when the stakes matter the most	neg
backing away	neg
tremendous loss	neg
opposition	neg
meaningless	neg
pretext	neg
would never readily agree	neg
more serious	neg
seek only its own profit	neg
come out opposing	neg
does not do what it is supposed to do	neg
calculated	neg
such an attitude	neg
second only to that of a nuclear war	neg
isolation	neg
awfully grave and pressing	neg
grudgingly agreed	neg
be condemned by	neg
should be condemned	neg
how frequently	neg
those making the climate worse	neg
greatest burden	neg
must avoid	neg
even bigger	neg
not completely reliable	neg
warned	neg
forefront of combating	neg
